date,QQQ Buy-and-Hold,Equal-Weight Monthly,Inverse Volatility,Momentum Top-20%,Supervised + MVO
2009-04-01,1.0195215691743293,1.0205472187670306,1.0205472187670306,1.0205472187670306,1.0205472187670306
2009-04-02,1.073296689197264,1.0874523240636171,1.0874523240636171,1.0874523240636171,1.0874523240636171
2009-04-03,1.092449494786657,1.086809224652111,1.0862238505510546,1.0862238505510546,1.0862238505510546
2009-04-06,1.057458838625524,1.075408390606218,1.0750671109713226,1.0750671109713226,1.0750671109713226
2009-04-07,1.0313075402118943,1.0605153418861581,1.0608861218664642,1.0608861218664642,1.0608861218664642
2009-04-08,1.0497236623461044,1.076436875635867,1.071675380848395,1.0763288195647027,1.0763288195647027
2009-04-09,1.0821365290674478,1.1144631742027293,1.0989249910844547,1.1132705222885297,1.1132705222885297
2009-04-14,1.0850829012961691,1.139958163273221,1.1132301652416114,1.1374965411577493,1.1374965411577493
2009-04-15,1.0976062789729368,1.1291461059668666,1.10694849615591,1.1277512763124782,1.1277512763124782
2009-04-16,1.1090245109362604,1.14945420594698,1.1224836316646325,1.1475229728255245,1.1475229728255245
2009-04-17,1.107918883100136,1.1750038069923958,1.139729069636159,1.1716381061529975,1.1716381061529975
2009-04-20,1.0434624556304009,1.1181621915607503,1.0986675614717543,1.117608371196604,1.117608371196604
2009-04-21,1.0714549805593074,1.1162552812112472,1.0967059990391779,1.1160198944412971,1.1160198944412971
2009-04-22,1.0666671407539694,1.1445109166013636,1.1163470693246524,1.1431010247593485,1.1431010247593485
2009-04-23,1.0909762484069618,1.1361270469843925,1.1096735553624657,1.1349872235243517,1.1349872235243517
2009-04-24,1.1222839694148612,1.1695387797891013,1.1398121742103047,1.1683522968872797,1.1683522968872797
2009-04-27,1.0968697160484244,1.1664221655829383,1.1384269157543674,1.1658813147513134,1.1658813147513134
2009-04-28,1.0913441080118733,1.142217720932836,1.120696454172928,1.1431414625001444,1.1431414625001444
2009-04-29,1.124862120446661,1.1695599465852242,1.1420409591094076,1.1700964748142622,1.1700964748142622
2009-04-30,1.1388583829111139,1.203599763110414,1.1649975772430692,1.202750598425833,1.202750598425833
2009-05-04,1.1948436738302668,1.2358230112997775,1.1918878086140654,1.2217086213885662,1.2345835677198653
2009-05-05,1.1779010391370923,1.230769590849581,1.1840793101077312,1.233413765859156,1.2295552641417717
2009-05-06,1.2069984687181037,1.2458242322614752,1.1984216932473024,1.2504997535784732,1.244527292038881
2009-05-07,1.1878451810060304,1.2338850157088341,1.188183082589303,1.2537136217939453,1.2328597816006528
2009-05-08,1.2453044414888992,1.2659443394686924,1.2135493535712185,1.3168012168358179,1.2643534931902698
2009-05-11,1.213628017161399,1.2468263898157292,1.198629550713279,1.2991867060044267,1.2454076517701236
2009-05-12,1.2187844397556682,1.2472981279159534,1.2063706915721626,1.2780560240101677,1.246079760183603
2009-05-13,1.1738494006642572,1.202540214898433,1.1760718402287107,1.1781569262448843,1.2022637397990112
2009-05-14,1.1871089796735277,1.2046222991921665,1.1753008143543369,1.1706263274702502,1.2049214142933071
2009-05-15,1.167219129036942,1.216654837832813,1.1808597760706327,1.1970949067707284,1.216823135814639
2009-05-18,1.2254144703216434,1.2505878092974219,1.2085437970581714,1.229896200047748,1.2509492827470559
2009-05-19,1.2383058281339925,1.27582004177707,1.226007559139859,1.2635566162474363,1.2759518288752434
2009-05-20,1.2504606230218287,1.2938929031440316,1.2430990338622656,1.2815334810134023,1.2937457578882279
2009-05-21,1.2489874971728032,1.2584915464395825,1.2126362319510138,1.244524095140329,1.2587751876846223
2009-05-22,1.260773588741038,1.2708551945592297,1.2217843262753303,1.2643170841178275,1.2708812966543233
